,BUS1,BUS2,BUS3,CI,G_MAG,B_MAG,WI1,WI2,WI3,WI_V,WI_A,ARE,OWN,NAME,BUS4,NAME2
1104,1320,9807,0,06,0.000,0.000,1,1,0,0.000000,0.00000,2,0,LBARRO-RS230-OSOR23-R,,
1105,1320,9808,0,05,0.000,0.000,1,1,0,0.000000,0.00000,2,0,LBARRO-RS230-SANG23-R,,
1106,1320,9895,0,07,0.000,0.000,1,1,0,0.000000,0.00000,2,0,LBARRO-RS230-INDI23-R,,
1107,1321,10123,0,01,0.000,0.000,1,1,0,0.000000,0.00000,3,0,CIDR13-RS069-CIDREI-R,,
1108,1322,1323,41081,01,0.000,0.000,1,1,1,1.015329,-33.86722,3,0,IJUI2--RS069-IJU--1-R,41280,IJU--1-RS000
1109,1322,1323,41082,02,0.000,0.000,1,1,1,1.015329,-33.86830,3,0,IJUI2--RS069-IJU--2-R,41281,IJU--2-RS000
1110,1322,1323,43434,03,0.000,0.000,1,1,1,1.015027,-33.86288,3,0,IJUI2--RS069-IJU--3-R,43433,IJU--3-RS000
1111,1325,1326,41089,01,0.000,0.000,1,1,1,1.034505,-30.40676,2,0,LVERME-RS230-LVE-1--R,41289,LVE-1--RS000
1112,1325,1326,41090,02,0.000,0.000,1,1,1,1.035977,-30.40968,2,0,LVERME-RS230-LVE-2--R,41290,LVE-2--RS000
1113,1330,1331,41010,01,0.000,0.000,1,1,1,0.968811,-37.39230,2,0,ATLAN2-RS230-ATLA-1-R,41213,ATLA-1-RS000
1114,1330,1331,41012,02,0.000,0.000,1,1,1,0.968805,-37.39320,2,0,ATLAN2-RS230-ATLA-2-R,41214,ATLA-2-RS000
1115,1330,1331,41011,03,0.000,0.000,1,1,1,0.968794,-37.39318,2,0,ATLAN2-RS230-ATLA-3-R,41215,ATLA-3-RS000
1116,1386,1387,41026,01,0.000,0.000,1,1,1,1.012317,-38.45638,2,0,CAXIA6-RS230-CAX6-1-R,41255,CAX6-1-RS000
1117,1386,1387,41027,02,0.000,0.000,1,1,1,1.012327,-38.45233,2,0,CAXIA6-RS230-CAX6-2-R,41256,CAX6-2-RS000
1118,1398,3511,0,01,0.000,0.000,1,1,0,0.000000,0.00000,258,0,PCARRO-RJ138-PCARRO-R,,
1119,1398,3511,0,02,0.000,0.000,1,1,0,0.000000,0.00000,258,0,PCARRO-RJ138-PCARRO-R,,
1120,1399,3508,0,01,0.000,0.000,1,1,0,0.000000,0.00000,258,0,ENTARA-RJ138-ENTARA-R,,
1121,1399,3508,0,02,0.000,0.000,1,1,0,0.000000,0.00000,258,0,ENTARA-RJ138-ENTARA-R,,
1122,1475,1476,1478,01,0.000,0.000,1,1,1,1.028504,-1.48665,352,0,SLAGO4-MG345-SLAGO4-M,1479,SLAGO4-MG000
1123,1496,1495,0,01,0.000,0.000,1,1,0,0.000000,0.00000,353,0,BAGUARUHE003-BAGUAR-M,,
1124,1503,1504,42136,01,0.000,0.000,1,1,1,1.004244,-20.74438,351,0,ITAJU3-MG500-ITAJB1-M,42135,ITAJB1-MG000
1125,1503,1504,42138,02,0.000,0.000,1,1,1,1.015519,-20.55914,351,0,ITAJU3-MG500-ITAJB2-M,42137,ITAJB2-MG000
1126,1515,1585,0,01,0.000,0.000,1,1,0,0.000000,0.00000,354,0,UTIBIR-MG138-IBIR-GUT,,
1127,1515,1586,0,01,0.000,0.000,1,1,0,0.000000,0.00000,354,0,UTIBIR-MG138-IBIRITUT,,
1128,1525,343,0,01,0.000,0.000,1,1,0,0.000000,0.00000,358,0,IGARAP-MG138-IGARAPUH,,
1129,1526,1500,0,01,0.000,0.000,1,1,0,0.000000,0.00000,354,0,IGARA-PCH138-IGARAPUT,,
1130,1529,306,0,01,0.000,0.000,1,1,0,0.000000,0.00000,353,0,GUILMA-MG230-GUILMAUH,,
1131,1530,9011,42084,03,0.000,0.000,1,1,1,1.033946,1.39969,353,0,IPATIN-MG230-IPT.T3-M,9010,IPT.T3-MG000
1132,1530,4344,42085,05,0.000,0.000,1,1,1,1.008805,1.04743,353,0,IPATIN-MG230-IPT.T5-M,9050,IPT.T5-MG000
1133,1530,1535,42087,01,0.000,0.000,1,1,1,0.999064,1.87504,353,0,IPATIN-MG230-IPT.T1-M,42086,IPT.T1-MG000
1134,1530,1535,42091,04,0.000,0.000,1,1,1,0.998819,1.88114,353,0,IPATIN-MG230-IPT.T4-M,42090,IPT.T4-MG000
1135,1534,1537,42093,01,0.000,0.000,1,1,1,1.012025,-1.41175,353,0,ITABI2-MG230-ITABI2-M,42092,ITABI2-MG000
1136,1534,9020,42095,02,0.000,0.000,1,1,1,1.003272,-3.68135,353,0,ITABI2-MG230-ITABI2-M,42094,ITABI2-MG000
1137,1538,1501,0,01,0.000,0.000,1,1,0,0.000000,0.00000,359,0,ITUTI1-MG138-ITU+CAUH,,
1138,1543,4044,0,01,0.000,0.000,1,1,0,0.000000,0.00000,359,0,FUNIL--MG138-FUNGRDUH,,
1139,1560,1559,0,01,0.000,0.000,1,1,0,0.000000,0.00000,355,0,R.NEVE-MG138-CANDONUH,,
1140,1569,4051,42041,01,0.000,0.000,1,1,1,0.985682,14.17948,356,0,PIRAP2-MG138-PI2.TA-M,42040,PI2.TA-MG000
1141,1569,4051,42043,02,0.000,0.000,1,1,1,0.985682,14.17948,356,0,PIRAP2-MG138-PI2.TB-M,42042,PI2.TB-MG000
1142,1570,1502,0,01,0.000,0.000,1,1,0,0.000000,0.00000,357,0,SGRAN-PCH161-SGRANDUH,,
1143,1592,1594,0,01,0.000,0.000,1,1,0,0.000000,0.00000,353,0,PESTRE-MG230-PESTREUH,,
1144,1595,1511,0,01,0.000,0.000,1,1,0,0.000000,0.00000,357,0,SCLARA-MG138-S.CLARUH,,
1145,1596,1597,0,03,0.000,0.000,1,1,0,0.000000,0.00000,362,0,ACESIT-MG230-ACESIT-M,,
1146,1598,1599,0,01,0.000,0.000,1,1,0,0.000000,0.00000,353,0,SACARV-MG069-SACARVUH,,
1147,1700,1707,0,01,0.000,0.000,1,1,0,0.000000,0.00000,257,0,AREAL-PCH013-AREAL-PC,,
1148,1701,1708,0,01,0.000,0.000,1,1,0,0.000000,0.00000,257,0,FAGUNDPCH013-FAGUND-R,,
1149,1702,1709,0,01,0.000,0.000,1,1,0,0.000000,0.00000,257,0,PIABANPCH013-PIABAN-R,,
1150,1703,1750,0,01,0.000,0.000,1,1,0,0.000000,0.00000,257,0,MACAB3PCH013-MACABUPC,,
1151,1704,1750,0,01,0.000,0.000,1,1,0,0.000000,0.00000,257,0,MACAB6PCH013-MACABUPC,,
1152,1711,1710,0,01,0.000,0.000,1,1,0,0.000000,0.00000,259,0,CALHE-PCH013-CALHEI-R,,
1153,1717,1718,7517,01,0.000,0.000,1,1,1,1.001976,-16.91478,256,0,MAGE---RJ138-MGEFC1-R,7515,MGEFC1-RJ000
1154,1717,1718,7518,01,0.000,0.000,1,1,1,1.002000,-16.91773,256,0,MAGE---RJ138-MGEFC2-R,7516,MGEFC2-RJ000
1155,1717,1718,7520,01,0.000,0.000,1,1,1,1.002072,-16.90507,256,0,MAGE---RJ138-MGEFC3-R,7519,MGEFC3-RJ000
1156,1730,1723,0,01,0.000,0.000,1,1,0,0.000000,0.00000,254,0,ALCANT-RJ138-ALCANT-R,,
1157,1730,1723,0,02,0.000,0.000,1,1,0,0.000000,0.00000,254,0,ALCANT-RJ138-ALCANT-R,,
1158,1734,7848,44358,01,0.000,0.000,1,1,1,0.977040,-15.65632,254,0,S.PONT-RJ138-SPONT1-R,7846,SPONT1-RJ000
1159,1734,7849,44358,02,0.000,0.000,1,1,1,0.977040,-15.65632,254,0,S.PONT-RJ138-SPONT2-R,7847,SPONT2-RJ000
1160,1736,7476,0,01,0.000,0.000,1,1,0,0.000000,0.00000,254,0,V.PEDR-RJ138-VDP3---R,,
1161,1736,7477,0,01,0.000,0.000,1,1,0,0.000000,0.00000,254,0,V.PEDR-RJ138-VDP4---R,,
1162,1745,3598,0,01,0.000,0.000,1,1,0,0.000000,0.00000,258,0,RLEAOE-RJ138-RLEAOE-R,,
1163,1745,3598,0,02,0.000,0.000,1,1,0,0.000000,0.00000,258,0,RLEAOE-RJ138-RLEAOE-R,,
1164,1745,3598,0,03,0.000,0.000,1,1,0,0.000000,0.00000,258,0,RLEAOE-RJ138-RLEAOE-R,,
1165,1751,1750,0,01,0.000,0.000,1,1,0,0.000000,0.00000,257,0,MACABU-RJ138-MACABUPC,,
1166,1752,1753,0,01,0.000,0.000,1,1,0,0.000000,0.00000,257,0,FRIBUR-RJ138-FRIBUR-R,,
1167,1752,1753,0,02,0.000,0.000,1,1,0,0.000000,0.00000,257,0,FRIBUR-RJ138-FRIBUR-R,,
1168,1755,1756,0,01,0.000,0.000,1,1,0,0.000000,0.00000,257,0,RDCENT-RJ138-RDCENT-R,,
1169,1760,1761,0,01,0.000,0.000,1,1,0,0.000000,0.00000,259,0,UTEC---RJ138-UTEC69UT,,
1170,1765,1766,0,01,0.000,0.000,1,1,0,0.000000,0.00000,259,0,ITALVA-RJ138-ITALVA-R,,
1171,1765,1766,0,02,0.000,0.000,1,1,0,0.000000,0.00000,259,0,ITALVA-RJ138-ITALVA-R,,
1172,1768,1767,0,01,0.000,0.000,1,1,0,0.000000,0.00000,257,0,S.ROSA-RJ069-S.ROSAPC,,
1173,1770,7532,0,01,0.000,0.000,1,1,0,0.000000,0.00000,255,0,MURIQU-RJ138-MURIQU-R,,
1174,1771,7527,0,01,0.000,0.000,1,1,0,0.000000,0.00000,255,0,JACUAC-RJ138-JACUAC-R,,
1175,1780,3592,0,01,0.000,0.000,1,1,0,0.000000,0.00000,255,0,RESEND-RJ138-RSAUD3-R,,
1176,1781,1783,8719,01,0.000,0.000,1,1,1,0.979170,-12.96427,252,0,V.PEDR-RJ345-VPEDR1-R,1782,VPEDR1-RJ000
1177,1781,1785,8719,02,0.000,0.000,1,1,1,0.979282,-12.96419,252,0,V.PEDR-RJ345-VPEDR2-R,1784,VPEDR2-RJ000
1178,1781,1787,8719,04,0.000,0.000,1,1,1,0.962565,-14.01610,252,0,V.PEDR-RJ345-VPEDR4-R,1786,VPEDR4-RJ000
1179,1800,1130,0,01,0.000,0.000,1,1,0,0.000000,0.00000,403,0,CGALMO-MS013-CGALMO-M,,
1180,1800,1130,0,02,0.000,0.000,1,1,0,0.000000,0.00000,403,0,CGALMO-MS013-CGALMO-M,,
1181,1801,1891,0,01,0.000,0.000,1,1,0,0.000000,0.00000,403,0,CGINDU-MS013-CGINDU-M,,
1182,1802,1129,0,01,0.000,0.000,1,1,0,0.000000,0.00000,403,0,CGLAGE-MS013-CGLAGE-M,,
1183,1802,1129,0,02,0.000,0.000,1,1,0,0.000000,0.00000,403,0,CGLAGE-MS013-CGLAGE-M,,
1184,1804,1132,0,01,0.000,0.000,1,1,0,0.000000,0.00000,403,0,CGSCAF-MS013-CGSCAF-M,,
1185,1804,1132,0,02,0.000,0.000,1,1,0,0.000000,0.00000,403,0,CGSCAF-MS013-CGSCAF-M,,
1186,1805,1892,0,01,0.000,0.000,1,1,0,0.000000,0.00000,403,0,CGJABR-MS013-CGJABR-M,,
1187,1807,1135,0,01,0.000,0.000,1,1,0,0.000000,0.00000,403,0,ACLARA-MS013-ACLARA-M,,
1188,1808,1884,0,01,0.000,0.000,1,1,0,0.000000,0.00000,403,0,AMAMBA-MS013-AMAMBA-M,,
1189,1809,1883,0,01,0.000,0.000,1,1,0,0.000000,0.00000,403,0,COXIM--MS013-COXIM--M,,
1190,1810,1854,0,01,0.000,0.000,1,1,0,0.000000,0.00000,209,0,ATABOA-MS013-ATABOA-M,,
1191,1810,1854,0,02,0.000,0.000,1,1,0,0.000000,0.00000,209,0,ATABOA-MS013-ATABOA-M,,
1192,1811,1855,0,01,0.000,0.000,1,1,0,0.000000,0.00000,209,0,PARANA-MS013-PARANA-M,,
1193,1812,1856,0,01,0.000,0.000,1,1,0,0.000000,0.00000,403,0,CASSIL-MS013-CASSIL-M,,
1194,1812,1856,0,02,0.000,0.000,1,1,0,0.000000,0.00000,403,0,CASSIL-MS013-CASSIL-M,,
1195,1813,1857,0,01,0.000,0.000,1,1,0,0.000000,0.00000,403,0,CHAPAD-MS034-CHAPAD-M,,
1196,1814,1133,0,01,0.000,0.000,1,1,0,0.000000,0.00000,403,0,CGCENT-MS013-CGCENT-M,,
1197,1814,1133,0,02,0.000,0.000,1,1,0,0.000000,0.00000,403,0,CGCENT-MS013-CGCENT-M,,
1198,1815,1134,0,01,0.000,0.000,1,1,0,0.000000,0.00000,403,0,CGMCOU-MS013-CGMCOU-M,,
1199,1815,1134,0,02,0.000,0.000,1,1,0,0.000000,0.00000,403,0,CGMCOU-MS013-CGMCOU-M,,
1200,1815,1134,0,03,0.000,0.000,1,1,0,0.000000,0.00000,403,0,CGMCOU-MS013-CGMCOU-M,,
1201,1816,1136,0,01,0.000,0.000,1,1,0,0.000000,0.00000,403,0,CGCUIA-MS013-CGCUIA-M,,
1202,1816,1136,0,02,0.000,0.000,1,1,0,0.000000,0.00000,403,0,CGCUIA-MS013-CGCUIA-M,,
1203,1818,1137,0,01,0.000,0.000,1,1,0,0.000000,0.00000,403,0,CORUMB-MS013-CORUMB-M,,
1204,1818,1137,0,02,0.000,0.000,1,1,0,0.000000,0.00000,403,0,CORUMB-MS013-CORUMB-M,,
1205,1820,1139,0,01,0.000,0.000,1,1,0,0.000000,0.00000,403,0,DOUMAX-MS013-DOUMAX-M,,
1206,1820,1139,0,02,0.000,0.000,1,1,0,0.000000,0.00000,403,0,DOUMAX-MS013-DOUMAX-M,,
1207,1821,1140,0,01,0.000,0.000,1,1,0,0.000000,0.00000,403,0,DOUNAC-MS013-DOUNAC-M,,
1208,1822,1887,0,01,0.000,0.000,1,1,0,0.000000,0.00000,403,0,CRUZAL-MS013-CRUZAL-M,,
1209,1826,1128,0,01,0.000,0.000,1,1,0,0.000000,0.00000,403,0,DOUALV-MS013-DOUALV-M,,
1210,1827,1141,0,01,0.000,0.000,1,1,0,0.000000,0.00000,103,0,ELDORA-MS034-ELDORA-M,,
1211,1828,1127,0,01,0.000,0.000,1,1,0,0.000000,0.00000,403,0,JARDIM-MS013-JARDIM-M,,
1212,1829,1145,0,01,0.000,0.000,1,1,0,0.000000,0.00000,403,0,MARACA-MS013-MARACA-M,,
1213,1830,1146,0,01,0.000,0.000,1,1,0,0.000000,0.00000,403,0,MIRAND-MS013-MIRAND-M,,
1214,1831,1147,0,01,0.000,0.000,1,1,0,0.000000,0.00000,403,0,NANDRA-MS013-NANDRA-M,,
1215,1833,1893,0,01,0.000,0.000,1,1,0,0.000000,0.00000,403,0,RVERDE-MS013-RVERDE-M,,
1216,1840,1882,0,01,0.000,0.000,1,1,0,0.000000,0.00000,403,0,RBRILH-MS034-RBRILH-M,,
1217,1848,1847,0,01,0.000,0.000,1,1,0,0.000000,0.00000,103,0,NAVIRA-MS013-NAVIRA-M,,
1218,1851,1880,0,01,0.000,0.000,1,1,0,0.000000,0.00000,403,0,PTPORA-MS013-PTPORA-M,,
1219,1855,10231,0,01,0.000,0.000,1,1,0,0.000000,0.00000,209,0,PARANA-MS138-PARANA-M,,
1220,1860,1858,0,01,0.000,0.000,1,1,0,0.000000,0.00000,403,0,CRICA--MS034-CRICA--M,,
1221,1860,9695,0,01,0.000,0.000,1,1,0,0.000000,0.00000,403,0,CRICA--MS034-CRICA-PC,,
1222,1866,1864,0,01,0.000,0.000,1,1,0,0.000000,0.00000,403,0,SDOMINUHE002-SDOMIN-M,,
1223,1869,9852,0,01,0.000,0.000,1,1,0,0.000000,0.00000,405,0,ANGELIBIO013-ANGELI-M,,
1224,1869,9852,0,02,0.000,0.000,1,1,0,0.000000,0.00000,405,0,ANGELIBIO013-ANGELI-M,,
1225,1872,1875,0,01,0.000,0.000,1,1,0,0.000000,0.00000,403,0,SFERNA-MS138-SFERNABI,,
1226,1876,1879,0,01,0.000,0.000,1,1,0,0.000000,0.00000,403,0,MVERDE-MS138-MVERDEBI,,
1227,1878,1888,0,01,0.000,0.000,1,1,0,0.000000,0.00000,403,0,LDCRBR-MS138-LDCBRIBI,,
1228,1878,1888,0,02,0.000,0.000,1,1,0,0.000000,0.00000,403,0,LDCRBR-MS138-LDCBRIBI,,
1229,1880,10025,0,01,0.000,0.000,1,1,0,0.000000,0.00000,403,0,PTPORA-MS138-PTPORA-M,,
1230,1882,10027,0,01,0.000,0.000,1,1,0,0.000000,0.00000,403,0,RBRILH-MS138-RBRILH-M,,
1231,1882,10027,0,02,0.000,0.000,1,1,0,0.000000,0.00000,403,0,RBRILH-MS138-RBRILH-M,,
1232,1886,1846,0,01,0.000,0.000,1,1,0,0.000000,0.00000,403,0,CAARAP-MS138-CAARAP-M,,
1233,1889,10362,0,01,0.000,0.000,1,1,0,0.000000,0.00000,402,0,IMBIRU-MS230-IMBIRUCE,,
1234,1889,1890,43368,03,0.000,0.000,1,1,1,0.987184,-24.93403,402,0,IMBIRU-MS230-IMB--3-M,43367,IMB--3-MS000
1235,1889,1890,43390,01,0.000,0.000,1,1,1,0.987229,-24.88710,402,0,IMBIRU-MS230-IMB--1-M,43388,IMB--1-MS000
1236,1889,1890,43391,02,0.000,0.000,1,1,1,0.986299,-24.66073,402,0,IMBIRU-MS230-IMB--2-M,43389,IMB--2-MS000
1237,1890,923,0,04,0.000,0.000,1,1,0,0.000000,0.00000,403,0,CGIMBI-MS138-WARJO4UT,,
1238,1890,924,0,05,0.000,0.000,1,1,0,0.000000,0.00000,403,0,CGIMBI-MS138-WARJO5UT,,
1239,1890,927,0,01,0.000,0.000,1,1,0,0.000000,0.00000,403,0,CGIMBI-MS138-WARJO1UT,,
1240,1890,928,0,02,0.000,0.000,1,1,0,0.000000,0.00000,403,0,CGIMBI-MS138-WARJO2UT,,
1241,1890,929,0,03,0.000,0.000,1,1,0,0.000000,0.00000,403,0,CGIMBI-MS138-WARJO3UT,,
1242,1891,10233,0,01,0.000,0.000,1,1,0,0.000000,0.00000,403,0,CGINDU-MS138-CGINDU-M,,
1243,1894,1873,0,01,0.000,0.000,1,1,0,0.000000,0.00000,403,0,UCAARA-MS138-CAARAPBI,,
1244,1894,1873,0,02,0.000,0.000,1,1,0,0.000000,0.00000,403,0,UCAARA-MS138-CAARAPBI,,
1245,1894,10144,0,03,0.000,0.000,1,1,0,0.000000,0.00000,403,0,UCAARA-MS138-CAARA3BI,,
1246,1898,1899,43836,01,0.000,0.000,1,1,1,0.981488,-10.95738,402,0,PARAI2-MS230-PAR2-1-M,43447,PAR2-1-MS000
1247,1898,1899,43861,02,0.000,0.000,1,1,1,0.981488,-10.95738,402,0,PARAI2-MS230-PAR2-2-M,43448,PAR2-2-MS000
1248,1904,1902,0,01,0.000,0.000,1,1,0,0.000000,0.00000,209,0,CARDOS-SP138-CARDOS-S,,
1249,1952,639,0,03,0.000,0.000,1,1,0,0.000000,0.00000,210,0,DRACEN-SP069-DRACE1-S,,
1250,1952,639,0,04,0.000,0.000,1,1,0,0.000000,0.00000,210,0,DRACEN-SP069-DRACE1-S,,
1251,2031,2046,0,01,0.000,0.000,1,1,0,0.000000,0.00000,210,0,OURIN-UHE003-OUR1-Y-S,,
1252,2035,2037,41611,02,0.000,0.000,1,1,1,0.962207,-36.52074,205,0,CERQU3-SP230-CRQ3T2-S,41610,CRQ3T2-SP000
1253,2035,2037,41613,04,0.000,0.000,1,1,1,0.962483,-36.55660,205,0,CERQU3-SP230-CRQ3T4-S,41612,CRQ3T4-SP000
1254,2040,626,0,01,0.000,0.000,1,1,0,0.000000,0.00000,211,0,BOTUCA-SP088-BOTUCA-S,,
1255,2040,626,0,02,0.000,0.000,1,1,0,0.000000,0.00000,211,0,BOTUCA-SP088-BOTUCA-S,,
1256,2051,2063,2064,01,0.000,0.000,1,1,1,0.991821,-31.45382,3,0,CAN-G1PCH013-CANA-A-R,2062,CANA-A-RS000
1257,2055,9250,0,01,0.000,0.000,1,1,0,0.000000,0.00000,3,0,SAPATR-RS138-SAPATR-R,,
1258,2058,2050,0,01,0.000,0.000,1,1,0,0.000000,0.00000,3,0,BUGRES-RS069-BUGRESPC,,
1259,2058,10424,0,01,0.000,0.000,1,1,0,0.000000,0.00000,3,0,BUGRES-RS069-BUGRES-R,,
1260,2061,9675,0,01,0.000,0.000,1,1,0,0.000000,0.00000,3,0,CRUZAL-RS138-CAL1-A-R,,
1261,2064,2060,0,01,0.000,0.000,1,1,0,0.000000,0.00000,3,0,CANAST-RS138-CANA-B-R,,
1262,2065,9557,0,01,0.000,0.000,1,1,0,0.000000,0.00000,3,0,CANAS2-RS138-CANAS2-R,,
1263,2068,2067,0,03,0.000,0.000,1,1,0,0.000000,0.00000,3,0,CACHOE-RS138-CACHOE-R,,
1264,2074,1380,0,01,0.000,0.000,1,1,0,0.000000,0.00000,4,0,PELOT4-RS138-PELOT4-R,,
1265,2078,2079,41095,01,0.000,0.000,1,1,1,1.011166,-32.99051,2,0,MISSOE-RS230-MIS--1-R,41294,MIS--1-RS000
1266,2078,2079,41096,02,0.000,0.000,1,1,1,1.010740,-32.98488,2,0,MISSOE-RS230-MIS--2-R,41295,MIS--2-RS000
1267,2078,2079,41097,03,0.000,0.000,1,1,1,1.010793,-32.98449,2,0,MISSOE-RS230-MIS-3--R,41296,MIS-3--RS000
1268,2080,2085,0,01,0.000,0.000,1,1,0,0.000000,0.00000,2,0,LIVRA3-RS230-LIVRA3SI,,
1269,2081,2083,0,04,0.000,0.000,1,1,0,0.000000,0.00000,3,0,LAJEA2-RS069-LAJE2A-R,,
1270,2081,10142,0,05,0.000,0.000,1,1,0,0.000000,0.00000,3,0,LAJEA2-RS069-LAJE2B-R,,
1271,2082,41046,41048,01,0.000,0.000,1,1,1,0.989364,-39.86200,5,0,CIAGRA-RS230-CIAG-1-R,41247,CIAG-1-RS000
1272,2082,41047,41049,02,0.000,0.000,1,1,1,0.988641,-39.96139,5,0,CIAGRA-RS230-CIAG-2-R,41248,CIAG-2-RS000
1273,2089,2090,2091,01,0.000,0.000,1,1,1,1.018397,-40.95002,3,0,SCHARL-RS013-SCHARL-R,2093,SCHARL-RS000
1274,2090,9780,41159,01,0.000,0.000,1,1,1,1.016126,-40.79854,3,0,SCHARL-RS138-SC2--1-R,41360,SC2--1-RS000
1275,2090,9780,41161,03,0.000,0.000,1,1,1,1.016142,-40.79303,3,0,SCHARL-RS138-SC2--3-R,41361,SC2--3-RS000
1276,2090,9780,41160,02,0.000,0.000,1,1,1,1.015716,-40.91572,3,0,SCHARL-RS138-SC2--2-R,41362,SC2--2-RS000
1277,2096,41208,41210,01,0.000,0.000,1,1,1,0.988717,-38.38686,5,0,VIPAL--RS230-VIP--1-R,41407,VIP--1-RS000
1278,2096,41209,41210,02,0.000,0.000,1,1,1,0.988717,-38.38686,5,0,VIPAL--RS230-VIP--2-R,41408,VIP--2-RS000
1279,2120,2101,0,01,0.000,0.000,1,1,0,0.000000,0.00000,208,0,GP+YFS-SP138-GAVIA-BI,,
1280,2125,2126,0,01,0.000,0.000,1,1,0,0.000000,0.00000,208,0,JA+ANT-SP138-JA+LAM-S,,
1281,2128,2129,0,01,0.000,0.000,1,1,0,0.000000,0.00000,208,0,LA+ESP-SP138-LA+TQT-S,,
1282,2130,2131,0,01,0.000,0.000,1,1,0,0.000000,0.00000,208,0,PIRANG-SP138-PIRANG-S,,
1283,2147,2148,0,01,0.000,0.000,1,1,0,0.000000,0.00000,209,0,BAUR---SP138-BAURU--S,,
1284,2162,2163,0,01,0.000,0.000,1,1,0,0.000000,0.00000,209,0,LI+YBT-SP138-LINS---S,,
1285,2191,2192,0,01,0.000,0.000,1,1,0,0.000000,0.00000,207,0,CARIOB-SP138-CARIOB-S,,
1286,2224,2225,0,01,0.000,0.000,1,1,0,0.000000,0.00000,207,0,PIRACB-SP138-PIRACB-S,,
1287,2241,2242,0,01,0.000,0.000,1,1,0,0.000000,0.00000,207,0,TANQUI-SP138-TANQUI-S,,
1288,2257,4279,0,01,0.000,0.000,1,1,0,0.000000,0.00000,208,0,BATATA-SP138-BATATA-S,,
1289,2261,2262,0,01,0.000,0.000,1,1,0,0.000000,0.00000,208,0,CATU---SP138-CA+M+PBI,,
1290,2261,2262,0,02,0.000,0.000,1,1,0,0.000000,0.00000,208,0,CATU---SP138-CA+M+PBI,,
1291,2277,2278,0,01,0.000,0.000,1,1,0,0.000000,0.00000,208,0,MORROC-SP138-MORROC-S,,
1292,2282,2283,0,01,0.000,0.000,1,1,0,0.000000,0.00000,208,0,PIONER-SP138-PI+SJB-S,,
1293,2296,2297,0,01,0.000,0.000,1,1,0,0.000000,0.00000,209,0,ARACAT-SP138-ARACAT-S,,
1294,2296,4293,0,01,0.000,0.000,1,1,0,0.000000,0.00000,209,0,ARACAT-SP138-ARACA2-S,,
1295,2310,2302,0,01,0.000,0.000,1,1,0,0.000000,0.00000,208,0,BARRE2-SP138-BARRET-S,,
1296,2320,2321,0,01,0.000,0.000,1,1,0,0.000000,0.00000,208,0,J.PAUL-SP138-J.PAUL-S,,
1297,2328,2323,0,01,0.000,0.000,1,1,0,0.000000,0.00000,209,0,MIR+AE-SP138-MIRASS-S,,
1298,2328,4292,0,02,0.000,0.000,1,1,0,0.000000,0.00000,209,0,MIR+AE-SP138-MIRAS2-S,,
1299,2353,9332,0,01,0.000,0.000,1,1,0,0.000000,0.00000,102,0,CASSOB-PR230-CASS-1-P,,
1300,2353,9700,0,02,0.000,0.000,1,1,0,0.000000,0.00000,102,0,CASSOB-PR230-CASS-2-P,,
1301,2353,2354,43225,01,0.000,0.000,1,1,1,1.008739,-33.97984,102,0,CASSOB-PR230-CAS--A-P,43272,CAS--A-PR000
1302,2353,2354,43226,02,0.000,0.000,1,1,1,1.008739,-33.97984,102,0,CASSOB-PR230-CAS--B-P,43273,CAS--B-PR000
1303,2367,2350,0,01,0.000,0.000,1,1,0,0.000000,0.00000,103,0,CHAMIN-PR069-CHAMINPC,,
1304,2374,2352,0,01,0.000,0.000,1,1,0,0.000000,0.00000,103,0,GUARIC-PR069-GUARICPC,,
1305,2377,43209,43211,01,0.000,0.000,1,1,1,0.990969,-36.67628,104,0,CCPRB--PR230-POR--1-P,43213,POR--1-PR000
1306,2377,43210,43212,02,0.000,0.000,1,1,1,0.990969,-36.67628,104,0,CCPRB--PR230-POR--2-P,43214,POR--2-PR000
1307,2383,2459,43215,01,0.000,0.000,1,1,1,1.003871,-33.20816,103,0,PFISCA-PR138-PFI--A-P,43293,PFI--A-PR000
1308,2383,2459,43312,02,0.000,0.000,1,1,1,1.005238,-33.10205,103,0,PFISCA-PR138-PFI--B-P,43301,PFI--B-PR000
1309,2397,9537,43332,01,0.000,0.000,1,1,1,1.002741,-35.48921,103,0,SQUITE-PR069-SQU--1-P,43330,SQU--1-PR000
1310,2397,9537,43333,02,0.000,0.000,1,1,1,1.002756,-35.47721,103,0,SQUITE-PR069-SQU--2-P,43331,SQU--2-PR000
1311,2399,43218,43220,01,0.000,0.000,1,1,1,1.020289,-32.31755,104,0,SGUAIR-PR230-SGU--1-P,43219,SGU--1-PR000
1312,2423,2435,0,01,0.000,0.000,1,1,0,0.000000,0.00000,103,0,JAGUAR-PR138-JAGUAR-P,,
1313,2423,9323,0,01,0.000,0.000,1,1,0,0.000000,0.00000,103,0,JAGUAR-PR138-JAGUAR-P,,
1314,2431,2432,0,01,0.000,0.000,1,1,0,0.000000,0.00000,103,0,TELBOR-PR138-TELBOR-P,,
1315,2431,2432,0,02,0.000,0.000,1,1,0,0.000000,0.00000,103,0,TELBOR-PR138-TELBOR-P,,
1316,2431,2432,0,03,0.000,0.000,1,1,0,0.000000,0.00000,103,0,TELBOR-PR138-TELBOR-P,,
