,BUS1,BUS2,BUS3,CI,G_MAG,B_MAG,WI1,WI2,WI3,WI_V,WI_A,ARE,OWN,NAME,BUS4,NAME2
2886,6861,6859,0,01,0.000,0.000,0,0,0,0.000000,0.00000,458,0,ROLIM-PCH034-ROLIM1-R,,
2887,6861,6859,0,02,0.000,0.000,0,0,0,0.000000,0.00000,458,0,ROLIM-PCH034-ROLIM1-R,,
2888,6862,6863,0,01,0.000,0.000,1,1,0,0.000000,0.00000,452,0,NMPARA-RO230-NMPARA-R,,
2889,6863,6860,0,01,0.000,0.000,0,0,0,0.000000,0.00000,454,0,NMPARA-RO069-NMPARA-R,,
2890,6866,6870,6871,03,0.000,0.000,1,1,1,1.013989,19.84143,452,0,JARU-3-RO013-JARU-3-R,6865,JARU-3-RO000
2891,6868,6869,6870,04,0.000,0.000,1,1,1,1.018973,19.68545,452,0,JARU-4-RO013-JARU-4-R,6867,JARU-4-RO000
2892,6870,6871,6876,01,0.000,0.000,1,1,1,1.015065,19.84449,452,0,JARU---RO230-JARU-1-R,6873,JARU-1-RO000
2893,6870,6871,6877,02,0.000,0.000,1,1,1,1.014361,19.86567,452,0,JARU---RO230-JARU-2-R,6874,JARU-2-RO000
2894,6879,6880,6881,03,0.000,0.000,1,1,1,1.020138,25.36547,452,0,ARIQU3-RO013-ARIQU3-R,6878,ARIQU3-RO000
2895,6880,6881,6886,01,0.000,0.000,1,1,1,1.020639,25.37773,452,0,ARIQUI-RO230-ARIQU1-R,6883,ARIQU1-RO000
2896,6880,6881,6887,02,0.000,0.000,1,1,1,1.020639,25.37791,452,0,ARIQUI-RO230-ARIQU2-R,6884,ARIQU2-RO000
2897,6880,6970,0,01,0.000,0.000,1,1,0,0.000000,0.00000,452,0,ARIQUI-RO230-ARIQU-SI,,
2898,6888,6889,0,01,0.000,0.000,1,1,0,0.000000,0.00000,452,0,SA-AD1UHE003-SA-AD--R,,
2899,6890,6891,0,01,0.000,0.000,1,1,0,0.000000,0.00000,452,0,SAMUEL-RO230-SAMU1-UH,,
2900,6892,6889,0,01,0.000,0.000,1,1,0,0.000000,0.00000,452,0,SA-AD2UHE003-SA-AD--R,,
2901,6900,6901,6906,01,0.000,0.000,1,1,1,1.002652,31.44127,452,0,P.VELH-RO230-P.VEL1-R,6902,P.VEL1-RO000
2902,6900,6901,6907,02,0.000,0.000,1,1,1,1.002512,31.40787,452,0,P.VELH-RO230-P.VEL2-R,6903,P.VEL2-RO000
2903,6900,6901,6908,03,0.000,0.000,1,1,1,0.999786,31.44374,452,0,P.VELH-RO230-P.VEL3-R,6904,P.VEL3-RO000
2904,6900,6901,6910,04,0.000,0.000,1,1,1,0.999327,31.36231,452,0,P.VELH-RO230-P.VEL4-R,6905,P.VEL4-RO000
2905,6900,6911,0,01,0.000,0.000,1,1,0,0.000000,0.00000,452,0,P.VELH-RO230-T.NOR1UT,,
2906,6900,6912,0,01,0.000,0.000,1,1,0,0.000000,0.00000,452,0,P.VELH-RO230-T.N2-GUT,,
2907,6900,6913,0,01,0.000,0.000,1,1,0,0.000000,0.00000,452,0,P.VELH-RO230-T.N2-VUT,,
2908,6909,6901,0,01,0.000,0.000,0,0,0,0.000000,0.00000,455,0,P.VELH-RO013-P.VELH-R,,
2909,6909,6901,0,02,0.000,0.000,0,0,0,0.000000,0.00000,455,0,P.VELH-RO013-P.VELH-R,,
2910,6909,6901,0,03,0.000,0.000,0,0,0,0.000000,0.00000,455,0,P.VELH-RO013-P.VELH-R,,
2911,6914,6916,0,01,0.000,0.000,1,1,0,0.000000,0.00000,455,0,AREAL--RO069-AREAL--R,,
2912,6915,6914,0,01,0.000,0.000,1,1,0,0.000000,0.00000,455,0,AREAL1-RO013-AREAL--R,,
2913,6915,6914,0,02,0.000,0.000,1,1,0,0.000000,0.00000,455,0,AREAL1-RO013-AREAL--R,,
2914,6915,6914,0,03,0.000,0.000,1,1,0,0.000000,0.00000,455,0,AREAL1-RO013-AREAL--R,,
2915,6918,6917,0,01,0.000,0.000,1,1,0,0.000000,0.00000,455,0,TIRADE-RO013-TIRADE-R,,
2916,6918,6917,0,02,0.000,0.000,1,1,0,0.000000,0.00000,455,0,TIRADE-RO013-TIRADE-R,,
2917,6918,6917,0,03,0.000,0.000,1,1,0,0.000000,0.00000,455,0,TIRADE-RO013-TIRADE-R,,
2918,6923,6922,0,01,0.000,0.000,1,1,0,0.000000,0.00000,455,0,ALFAVI-RO013-ALFAVI-R,,
2919,6923,6922,0,02,0.000,0.000,1,1,0,0.000000,0.00000,455,0,ALFAVI-RO013-ALFAVI-R,,
2920,6923,6922,0,03,0.000,0.000,1,1,0,0.000000,0.00000,455,0,ALFAVI-RO013-ALFAVI-R,,
2921,6925,6924,0,01,0.000,0.000,0,0,0,0.000000,0.00000,455,0,RMAD--UTE000-RMADEI-R,,
2922,6926,6924,0,01,0.000,0.000,0,0,0,0.000000,0.00000,455,0,RMAD2-UTE000-RMADEI-R,,
2923,6930,6931,6935,01,0.000,0.000,1,1,1,1.022166,27.34592,452,0,ABUNA--RO230-ABUNA1-R,6932,ABUNA1-RO000
2924,6930,6931,6936,02,0.000,0.000,1,1,1,1.022158,27.34138,452,0,ABUNA--RO230-ABUNA2-R,6933,ABUNA2-RO000
2925,6937,6935,0,01,0.000,0.000,0,0,0,0.000000,0.00000,453,0,ABUNA--RO034-ABUNA1-R,,
2926,6941,6939,0,01,0.000,0.000,0,0,0,0.000000,0.00000,453,0,G.MIRI-RO013-G.MIRI-R,,
2927,6941,6942,0,01,0.000,0.000,0,0,0,0.000000,0.00000,453,0,G.MIRI-RO013-G.MIRI-R,,
2928,6943,6950,6951,02,0.000,0.000,1,1,1,1.049710,24.41653,431,0,RBRAA2-AC013-RBRAA2-A,6944,RBRAA2-AC000
2929,6946,6950,6952,03,0.000,0.000,1,1,1,1.033038,23.70906,431,0,RBRAN3-AC013-RBRAN3-A,6945,RBRAN3-AC000
2930,6950,6952,6957,01,0.000,0.000,1,1,1,1.033100,23.75190,431,0,R.BRAN-AC230-RBRAN1-A,6953,RBRAN1-AC000
2931,6950,6952,6958,02,0.000,0.000,1,1,1,1.033212,23.75141,431,0,R.BRAN-AC230-RBRAN2-A,6954,RBRAN2-AC000
2932,6950,6951,6959,01,0.000,0.000,1,1,1,1.052095,24.43968,431,0,R.BRAN-AC230-RBRAA1-A,6956,RBRAA1-AC000
2933,6950,6952,6964,05,0.000,0.000,1,1,1,1.031681,23.67340,431,0,R.BRAN-AC230-RBRAN5-A,6963,RBRAN5-AC000
2934,6950,7844,0,01,0.000,0.000,1,1,0,0.000000,0.00000,431,0,R.BRAN-AC230-RBRAN-CE,,
2935,6980,6991,44455,01,0.000,0.000,1,1,1,1.003224,20.61090,431,0,FEIJO--AC230-FEIJO1-A,44454,FEIJO1-AC000
2936,6980,6991,44457,02,0.000,0.000,1,1,1,1.003224,20.61090,431,0,FEIJO--AC230-FEIJO2-A,44456,FEIJO2-AC000
2937,6982,7027,0,01,0.000,0.000,1,1,0,0.000000,0.00000,432,0,EPITAC-AC138-EPITAC-A,,
2938,6982,7027,0,02,0.000,0.000,1,1,0,0.000000,0.00000,432,0,EPITAC-AC138-EPITAC-A,,
2939,6990,6992,44459,01,0.000,0.000,1,1,1,0.978219,16.87759,431,0,CRUZSU-AC230-CRZSU1-A,44458,CRZSU1-AC000
2940,6990,6992,44461,02,0.000,0.000,1,1,1,0.978219,16.87759,431,0,CRUZSU-AC230-CRZSU2-A,44460,CRZSU2-AC000
2941,7031,7032,7867,02,0.000,0.000,1,1,1,1.040032,25.15736,431,0,TUCUMA-AC230-TUCUM2-A,7866,TUCUM2-AC000
2942,7031,7032,44462,01,0.000,0.000,1,1,1,1.040032,25.15736,431,0,TUCUMA-AC230-TUCUM1-A,44463,TUCUM1-AC000
2943,7046,7054,0,01,0.000,0.000,1,1,0,0.000000,0.00000,455,0,C.PVE2-RO013-C.PVEL-R,,
2944,7048,7049,7054,15,0.000,0.000,1,1,1,1.005231,33.88193,452,0,CPVE15-RO013-CPVE15-R,7047,CPVE15-RO000
2945,7053,7050,0,01,0.000,0.000,1,1,0,0.000000,0.00000,451,0,SA-MD--RO500-SA-MD-UH,,
2946,7054,7059,7567,01,0.000,0.000,0,0,0,0.999000,0.00000,452,0,C.PVEL-RO230-C.PVEL-R,7566,C.PVEL-RO000
2947,7056,7051,0,01,0.000,0.000,1,1,0,0.000000,0.00000,451,0,JIRAU--RO500-JIR-MDUH,,
2948,7057,402,0,01,0.000,0.000,1,1,0,0.000000,0.00000,202,0,ARARQ2-SP500-ARARQ2SI,,
2949,7057,7058,41563,02,0.000,0.000,1,1,1,1.070680,-21.99408,202,0,ARARQ2-SP500-AR2AT2-S,41562,AR2AT2-SP000
2950,7057,7058,41565,03,0.000,0.000,1,1,1,1.070680,-21.99408,202,0,ARARQ2-SP500-AR2AT3-S,41564,AR2AT3-SP000
2951,7057,7058,41567,04,0.000,0.000,1,1,1,1.086720,-21.97540,202,0,ARARQ2-SP500-AR2AT4-S,41566,AR2AT4-SP000
2952,7060,7061,0,01,0.000,0.000,1,1,0,0.000000,0.00000,451,0,JIR-ME-RO500-JIR-MEUH,,
2953,7063,7062,0,01,0.000,0.000,1,1,0,0.000000,0.00000,451,0,SA-LR--RO500-SA-LR-UH,,
2954,7065,7064,0,01,0.000,0.000,1,1,0,0.000000,0.00000,451,0,SA-ME--RO500-SA-ME-UH,,
2955,7092,7093,0,01,0.000,0.000,1,1,0,0.000000,0.00000,517,0,USJATA-GO069-JATAI-PC,,
2956,7094,7095,0,01,0.000,0.000,1,1,0,0.000000,0.00000,517,0,IRARA--GO069-IRARA-PC,,
2957,7096,7097,0,01,0.000,0.000,1,1,0,0.000000,0.00000,517,0,FAZVEL-GO069-FAZVELPC,,
2958,7099,7120,0,01,0.000,0.000,1,1,0,0.000000,0.00000,517,0,PONTAL-GO069-PONTALPC,,
2959,7100,7106,0,01,0.000,0.000,1,1,0,0.000000,0.00000,881,0,GURUPI-TO500-GURUPI-T,,
2960,7106,7107,0,01,0.000,0.000,1,1,0,0.000000,0.00000,882,0,GURUPI-TO230-GURUPI-T,,
2961,7106,7107,0,02,0.000,0.000,1,1,0,0.000000,0.00000,882,0,GURUPI-TO230-GURUPI-T,,
2962,7111,7110,0,01,0.000,0.000,1,1,0,0.000000,0.00000,583,0,PEIXEA-TO138-PEIXEAUH,,
2963,7111,7112,44112,01,0.000,0.000,1,1,1,1.065052,29.83571,881,0,PEIXEA-TO000-PEIXEA-T,44111,PEIXEA-TO000
2964,7114,7115,0,01,0.000,0.000,1,1,0,0.000000,0.00000,741,0,CHAFS1-PB138-CHAS1A-P,,
2965,7114,7116,0,01,0.000,0.000,1,1,0,0.000000,0.00000,741,0,CHAFS1-PB138-CHAS1B-P,,
2966,7181,7183,44028,01,0.000,0.000,1,1,1,1.018499,41.23378,772,0,B.JESU-PI230-BJE-T1-P,44027,BJE-T1-PI000
2967,7181,7183,44030,02,0.000,0.000,1,1,1,1.018499,41.23378,772,0,B.JESU-PI230-BJE-T2-P,44029,BJE-T2-PI000
2968,7184,7185,0,01,0.000,0.000,1,1,0,0.000000,0.00000,762,0,PITOMB-CE230-PITOMB-C,,
2969,7186,7187,0,01,0.000,0.000,1,1,0,0.000000,0.00000,702,0,JSOLAR-BA230-JSOLAR-B,,
2970,7186,8738,0,02,0.000,0.000,1,1,0,0.000000,0.00000,702,0,JSOLAR-BA230-JSOLAB-B,,
2971,7190,7191,0,01,0.000,0.000,1,1,0,0.000000,0.00000,771,0,GILBU2-PI500-GILBUE-P,,
2972,7191,7193,44036,01,0.000,0.000,1,1,1,1.018609,38.21859,772,0,GILBUE-PI230-GID-T1-P,44035,GID-T1-PI000
2973,7191,7193,44038,02,0.000,0.000,1,1,1,1.018609,38.21859,772,0,GILBUE-PI230-GID-T2-P,44037,GID-T2-PI000
2974,7200,7202,7205,01,0.000,0.000,1,1,1,0.948275,33.81791,881,0,MIRACE-TO500-MIRACE-T,7208,MIRACE-TO000
2975,7200,7202,7211,02,0.000,0.000,1,1,1,1.070654,33.84175,881,0,MIRACE-TO500-MIRAC2-T,7210,MIRAC2-TO000
2976,7204,7207,44032,01,0.000,0.000,1,1,1,1.035489,35.55506,881,0,LAJEAD-TO500-LAJ-T1-T,44031,LAJ-T1-TO000
2977,7204,7207,44034,02,0.000,0.000,1,1,1,1.035489,35.55506,881,0,LAJEAD-TO500-LAJ-T2-T,44033,LAJ-T2-TO000
2978,7207,7206,0,01,0.000,0.000,1,1,0,0.000000,0.00000,882,0,LAJEAD-TO230-LAJEADUH,,
2979,7212,7213,0,01,0.000,0.000,1,1,0,0.000000,0.00000,702,0,GPEXPA-BA230-GPEXPA-B,,
2980,7212,7214,0,01,0.000,0.000,1,1,0,0.000000,0.00000,702,0,GPEXPA-BA230-GPEXPB-B,,
2981,7221,7222,7224,01,0.000,0.000,1,1,1,1.042543,29.31581,882,0,PALMAS-TO230-PLMT1--T,7223,PLMT1--TO000
2982,7221,7222,7226,02,0.000,0.000,1,1,1,1.042422,29.31079,882,0,PALMAS-TO230-PLMT2--T,7225,PLMT2--TO000
2983,7227,7228,0,01,0.000,0.000,1,1,0,0.000000,0.00000,882,0,DIANO2-TO230-DIANO2-T,,
2984,7227,7228,0,02,0.000,0.000,1,1,0,0.000000,0.00000,882,0,DIANO2-TO230-DIANO2-T,,
2985,7239,44647,0,01,0.000,0.000,1,1,0,0.000000,0.00000,883,0,TOCANT-TO138-TOCANT-T,,
2986,7254,8531,8532,05,0.000,0.000,1,1,1,0.999558,13.24169,802,0,MA3-T5-AM013-MA3-T5-A,7253,MA3-T5-AM000
2987,7257,44968,44971,01,0.000,0.000,1,1,1,1.058778,67.64048,772,0,VPII---PI230-VPII1--P,7258,VPII1--PI000
2988,7259,44968,0,01,0.000,0.000,1,1,0,0.000000,0.00000,772,0,VPII1--PI034-VPII2--P,,
2989,7260,44970,0,01,0.000,0.000,1,1,0,0.000000,0.00000,772,0,VPII2--PI034-VPII4--P,,
2990,7271,44974,44977,01,0.000,0.000,1,1,1,1.060114,67.46326,772,0,VPIII--PI230-VPIII1-P,7272,VPIII1-PI000
2991,7273,44974,0,01,0.000,0.000,1,1,0,0.000000,0.00000,772,0,VPIII1-PI034-VPIII2-P,,
2992,7274,44976,0,01,0.000,0.000,1,1,0,0.000000,0.00000,772,0,VPIII2-PI034-VPIII4-P,,
2993,7278,7279,0,01,0.000,0.000,1,1,0,0.000000,0.00000,742,0,MENDUB-RN034-MENDUB-R,,
2994,7284,7285,0,01,0.000,0.000,1,1,0,0.000000,0.00000,711,0,CANUDO-BA500-CANUDO-B,,
2995,7284,44605,0,01,0.000,0.000,1,1,0,0.000000,0.00000,711,0,CANUDO-BA500-CANUD2-B,,
2996,7289,7290,0,01,0.000,0.000,1,1,0,0.000000,0.00000,702,0,LUZEI--BA230-LUZEI--B,,
2997,7289,7290,0,02,0.000,0.000,1,1,0,0.000000,0.00000,702,0,LUZEI--BA230-LUZEI--B,,
2998,7292,7300,7308,01,0.000,0.000,1,1,1,1.045565,37.71452,881,0,COL-T1-TO013-COL-T1-T,7287,COL-T1-TO000
2999,7293,7300,7308,02,0.000,0.000,1,1,1,1.045565,37.71452,881,0,COL-T2-TO013-COL-T2-T,7288,COL-T2-TO000
3000,7295,7279,0,01,0.000,0.000,1,1,0,0.000000,0.00000,742,0,MENDU2-RN034-MENDUB-R,,
3001,7296,8714,8715,01,0.000,0.000,1,1,1,1.017559,44.42670,701,0,SOLSE2-BA034-SOLSE1-B,7313,SOLSE1-BA000
3002,7297,7298,8714,02,0.000,0.000,1,1,1,1.017527,44.42690,701,0,SOLSE3-BA034-SOLSE2-B,7314,SOLSE2-BA000
3003,7316,8192,8193,01,0.000,0.000,1,1,1,1.008125,53.72099,723,0,BGA-T1-PE013-BGA-T1-P,7315,BGA-T1-PE000
3004,7374,7375,0,01,0.000,0.000,1,1,0,0.000000,0.00000,356,0,CPARA4-MG034-CPARA4-M,,
3005,7398,42227,42229,01,0.000,0.000,1,1,1,1.014781,-6.69227,362,0,SAMARC-MG345-SAMARC-M,42228,SAMARC-MG000
3006,7401,7402,7404,01,0.000,0.000,1,1,1,1.005173,-6.59249,352,0,LEOPO2-MG345-LEOPT1-M,7403,LEOPT1-MG000
3007,7401,7402,7406,02,0.000,0.000,1,1,1,1.005173,-6.59249,352,0,LEOPO2-MG345-LEOPT2-M,7405,LEOPT2-MG000
3008,7408,7409,42199,01,0.000,0.000,1,1,1,0.992097,1.55271,352,0,MALGR2-MG345-MAL2T1-M,42198,MAL2T1-MG000
3009,7408,7409,42201,02,0.000,0.000,1,1,1,0.992097,1.55271,352,0,MALGR2-MG345-MAL2T2-M,42200,MAL2T2-MG000
3010,7410,7411,42197,01,0.000,0.000,1,1,1,1.059187,-4.43282,352,0,ARAXA3-MG345-ARA3T1-M,42196,ARA3T1-MG000
3011,7412,7413,42195,01,0.000,0.000,1,1,1,1.036691,-2.89236,352,0,UBEL10-MG345-UB10T1-M,42194,UB10T1-MG000
3012,7435,7437,9015,01,0.000,0.000,1,1,1,1.007589,-6.00024,362,0,NLIMA6-MG138-NLIMA6-M,7436,NLIMA6-MG000
3013,7438,7440,9015,02,0.000,0.000,1,1,1,1.015610,-4.70375,362,0,NLIMA2-MG138-NLIMA2-M,7439,NLIMA2-MG000
3014,7441,45121,0,01,0.000,0.000,1,1,0,0.000000,0.00000,356,0,JAIB1-UFV138-JAICOL-M,,
3015,7443,7444,0,01,0.000,0.000,1,1,0,0.000000,0.00000,356,0,CPIRAP-MG138-CPIRAP1M,,
3016,7443,7445,0,01,0.000,0.000,1,1,0,0.000000,0.00000,356,0,CPIRAP-MG138-CPIRAP2M,,
3017,7443,7447,0,01,0.000,0.000,1,1,0,0.000000,0.00000,356,0,CPIRAP-MG138-CVAZAN-M,,
3018,7448,7449,0,01,0.000,0.000,1,1,0,0.000000,0.00000,352,0,C.LSV--MG345-C.LSV1-M,,
3019,7448,7582,0,02,0.000,0.000,1,1,0,0.000000,0.00000,352,0,C.LSV--MG345-C.LSV2-M,,
3020,7538,4788,0,01,0.000,0.000,1,1,0,0.000000,0.00000,477,0,SJRCLA-MT034-BURIZ-PC,,
3021,7539,4701,0,01,0.000,0.000,1,1,0,0.000000,0.00000,477,0,DICUIA-MT138-DICUI1-M,,
3022,7539,4702,0,01,0.000,0.000,1,1,0,0.000000,0.00000,477,0,DICUIA-MT138-DICUI2-M,,
3023,7540,3556,0,01,0.000,0.000,1,1,0,0.000000,0.00000,477,0,CNOVO--MT138-C.NOVO-M,,
3024,7540,4842,0,01,0.000,0.000,1,1,0,0.000000,0.00000,477,0,CNOVO--MT138-C.NOVO-M,,
3025,7541,4725,0,01,0.000,0.000,1,1,0,0.000000,0.00000,477,0,JANGAD-MT138-JANGAD-M,,
3026,7542,4564,0,01,0.000,0.000,1,1,0,0.000000,0.00000,474,0,SOR-EL-MT069-SOR.R1-M,,
3027,7542,7778,0,01,0.000,0.000,1,1,0,0.000000,0.00000,474,0,SOR-EL-MT069-SOR.R1-M,,
3028,7543,4710,0,01,0.000,0.000,1,1,0,0.000000,0.00000,474,0,SOR.R2-MT069-SOR.R2-M,,
3029,7543,7779,0,01,0.000,0.000,1,1,0,0.000000,0.00000,474,0,SOR.R2-MT069-SOR.R2-M,,
3030,7544,4914,0,01,0.000,0.000,1,1,0,0.000000,0.00000,474,0,SOR.CI-MT069-SOR.CI-M,,
3031,7544,4914,0,02,0.000,0.000,1,1,0,0.000000,0.00000,474,0,SOR.CI-MT069-SOR.CI-M,,
3032,7545,3573,0,01,0.000,0.000,1,1,0,0.000000,0.00000,477,0,JUARAA-MT138-JUARA--M,,
3033,7545,4849,0,01,0.000,0.000,1,1,0,0.000000,0.00000,477,0,JUARAA-MT138-JUARA--M,,
3034,7546,3570,0,01,0.000,0.000,1,1,0,0.000000,0.00000,478,0,QUERE--MT138-QUEREN-M,,
3035,7546,4693,0,01,0.000,0.000,1,1,0,0.000000,0.00000,478,0,QUERE--MT138-QUEREN-M,,
3036,7548,3574,0,01,0.000,0.000,1,1,0,0.000000,0.00000,477,0,BUNGE--MT138-BUNGE--M,,
3037,7548,4634,0,01,0.000,0.000,1,1,0,0.000000,0.00000,477,0,BUNGE--MT138-BUNGE--M,,
3038,7549,4908,0,01,0.000,0.000,1,1,0,0.000000,0.00000,477,0,SANTAR-MT138-S.RITA-M,,
3039,7569,3558,0,01,0.000,0.000,1,1,0,0.000000,0.00000,477,0,MANTOV-MT138-MANTO-PC,,
3040,7571,3559,0,01,0.000,0.000,1,1,0,0.000000,0.00000,475,0,SEFOZC-MT138-FOZCE-PC,,
3041,7572,3560,0,01,0.000,0.000,1,1,0,0.000000,0.00000,477,0,PCHPDDSMT138-PERDD-PC,,
3042,7573,7769,0,01,0.000,0.000,1,1,0,0.000000,0.00000,477,0,PERDS--MT138-NVMUTM-M,,
3043,7574,3562,0,01,0.000,0.000,1,1,0,0.000000,0.00000,477,0,INPMUT-MT069-INPMU-UT,,
3044,7575,3565,0,01,0.000,0.000,0,0,0,0.000000,0.00000,477,0,ALTGUA-MT034-ALTGU-PC,,
3045,7576,3563,0,01,0.000,0.000,0,0,0,0.000000,0.00000,477,0,ESTIVI-MT034-ESTIV-PC,,
3046,7577,7578,0,01,0.000,0.000,0,0,0,0.000000,0.00000,477,0,COLETO-MT138-COLETO-M,,
3047,7579,3564,0,01,0.000,0.000,1,1,0,0.000000,0.00000,477,0,SONORA-MT034-SONOR-UT,,
3048,7580,3566,0,01,0.000,0.000,1,1,0,0.000000,0.00000,477,0,NVGUAP-MT138-NVGUA-PC,,
3049,7584,7587,7589,01,0.000,0.000,1,1,1,1.019741,20.87799,353,0,CAUROR-MG230-CAURO1-M,7585,CAURO1-MG000
3050,7584,7670,7672,02,0.000,0.000,1,1,1,1.020195,20.87798,353,0,CAUROR-MG230-CAURO2-M,7586,CAURO2-MG000
3051,7635,7634,0,01,0.000,0.000,1,1,0,0.000000,0.00000,209,0,AGVFV--SP034-AGVFV--S,,
3052,7636,7628,0,01,0.000,0.000,1,1,0,0.000000,0.00000,209,0,BHORA--SP034-BHORA--S,,
3053,7637,7638,0,01,0.000,0.000,1,1,0,0.000000,0.00000,210,0,DRAFV--SP138-DRAFV--S,,
3054,7646,1912,0,01,0.000,0.000,1,1,0,0.000000,0.00000,215,0,OPINT-UTE013-ELDOR--M,,
3055,7648,7628,0,01,0.000,0.000,1,1,0,0.000000,0.00000,209,0,B_HORA-SP069-BHORA--S,,
3056,7655,7656,0,01,0.000,0.000,1,1,0,0.000000,0.00000,217,0,BRACEL-SP034-BRACE-UT,,
3057,7663,3170,0,01,0.000,0.000,1,1,0,0.000000,0.00000,351,0,CIRAPU-MG500-CIRAPU-M,,
3058,7674,7676,7677,01,0.000,0.000,1,1,1,1.014161,18.61122,356,0,CJAIBA-MG138-CJAIBA-M,7675,CJAIBA-MG000
3059,7683,7684,0,01,0.000,0.000,1,1,0,0.000000,0.00000,208,0,VERTEN-SP138-VERTE-BI,,
3060,7689,7690,0,01,0.000,0.000,1,1,0,0.000000,0.00000,207,0,MOCO5-BIO013-MOCOC5-S,,
3061,7691,7692,0,01,0.000,0.000,1,1,0,0.000000,0.00000,204,0,SMIGUE-SP345-SMIGUE-S,,
3062,7691,7692,0,02,0.000,0.000,1,1,0,0.000000,0.00000,204,0,SMIGUE-SP345-SMIGUE-S,,
3063,7691,7692,0,03,0.000,0.000,1,1,0,0.000000,0.00000,204,0,SMIGUE-SP345-SMIGUE-S,,
3064,7693,7694,0,01,0.000,0.000,1,1,0,0.000000,0.00000,204,0,SCAETA-SP345-SCAETA-S,,
3065,7693,7694,0,02,0.000,0.000,1,1,0,0.000000,0.00000,204,0,SCAETA-SP345-SCAETA-S,,
3066,7695,4753,0,01,0.000,0.000,1,1,0,0.000000,0.00000,477,0,CHAPAD-MT138-CHAPAD-M,,
3067,7696,4407,0,01,0.000,0.000,1,1,0,0.000000,0.00000,477,0,ITAQUE-MT138-ITAQUE-M,,
3068,7697,4777,0,01,0.000,0.000,1,1,0,0.000000,0.00000,477,0,PTINGA-MT138-PTINGA-M,,
3069,7698,4781,0,01,0.000,0.000,1,1,0,0.000000,0.00000,477,0,B.RIO--MT138-B.RIO--M,,
3070,7698,4781,0,02,0.000,0.000,1,1,0,0.000000,0.00000,477,0,B.RIO--MT138-B.RIO--M,,
3071,7699,4901,0,01,0.000,0.000,1,1,0,0.000000,0.00000,477,0,SJRCLA-MT138-SJRCLA-M,,
3072,7700,4851,0,01,0.000,0.000,1,1,0,0.000000,0.00000,477,0,JUINA--MT138-JUINA--M,,
3073,7701,4937,0,01,0.000,0.000,1,1,0,0.000000,0.00000,473,0,IPIRAN-MT138-IPIRAN-M,,
3074,7702,4978,0,01,0.000,0.000,1,1,0,0.000000,0.00000,473,0,PARAIT-MT138-PARAIT-M,,
3075,7703,4993,0,01,0.000,0.000,1,1,0,0.000000,0.00000,473,0,NMONTE-MT138-NMONTE-M,,
3076,7704,4813,0,01,0.000,0.000,1,1,0,0.000000,0.00000,477,0,DIAMAN-MT138-BERTIN-M,,
3077,7704,4818,0,01,0.000,0.000,1,1,0,0.000000,0.00000,477,0,DIAMAN-MT138-DIAMAN-M,,
3078,7704,7780,0,01,0.000,0.000,1,1,0,0.000000,0.00000,477,0,DIAMAN-MT138-DIAMAN-M,,
3079,7705,4847,0,01,0.000,0.000,1,1,0,0.000000,0.00000,477,0,BRASNO-MT138-BRASNO-M,,
3080,7706,4913,0,01,0.000,0.000,1,1,0,0.000000,0.00000,477,0,N.UBIR-MT138-N.UBIR-M,,
3081,7707,4879,0,01,0.000,0.000,1,1,0,0.000000,0.00000,477,0,COMODO-MT138-COMODO-M,,
3082,7708,4696,0,01,0.000,0.000,1,1,0,0.000000,0.00000,478,0,V.RICA-MT138-V.RICA-M,,
3083,7709,4694,0,01,0.000,0.000,1,1,0,0.000000,0.00000,478,0,ABOAVI-MT138-ABOAVI-M,,
3084,7710,4695,0,01,0.000,0.000,1,1,0,0.000000,0.00000,478,0,CONFRE-MT138-CONFRE-M,,
3085,7710,4695,0,02,0.000,0.000,1,1,0,0.000000,0.00000,478,0,CONFRE-MT138-CONFRE-M,,
3086,7710,4939,0,01,0.000,0.000,1,1,0,0.000000,0.00000,478,0,CONFRE-MT138-CONFR-SI,,
3087,7710,6855,0,01,0.000,0.000,1,1,0,0.000000,0.00000,478,0,CONFRE-MT138-CONFRE-M,,
3088,7711,4640,0,01,0.000,0.000,1,1,0,0.000000,0.00000,475,0,TAPURA-MT138-TAPURA-M,,
3089,7711,4640,0,02,0.000,0.000,1,1,0,0.000000,0.00000,475,0,TAPURA-MT138-TAPURA-M,,
3090,7717,7716,0,01,0.000,0.000,1,1,0,0.000000,0.00000,351,0,CJANAU-MG138-CJANAU-M,,
3091,7717,7716,0,02,0.000,0.000,1,1,0,0.000000,0.00000,351,0,CJANAU-MG138-CJANAU-M,,
3092,7717,7718,0,01,0.000,0.000,1,1,0,0.000000,0.00000,351,0,CJANAU-MG138-CJ1A4--M,,
3093,7717,7720,0,02,0.000,0.000,1,1,0,0.000000,0.00000,351,0,CJANAU-MG138-CJ5A8--M,,
3094,7717,7722,0,03,0.000,0.000,1,1,0,0.000000,0.00000,351,0,CJANAU-MG138-CJ9A12-M,,
3095,7717,7724,0,04,0.000,0.000,1,1,0,0.000000,0.00000,351,0,CJANAU-MG138-CJ13A16M,,
3096,7717,7726,0,05,0.000,0.000,1,1,0,0.000000,0.00000,351,0,CJANAU-MG138-CJ17A20M,,
3097,7732,7733,44472,01,0.000,0.000,1,1,1,1.065108,1.11126,471,0,C.NORT-MT500-C.NORT-M,44473,C.NORT-MT000
